# ---
# experiment_id: MOF Synthesis_Aditya_and_Hardik 2_20250724_155245
# experiment_name: MOF Synthesis
# operator_name: Aditya_and_Hardik 2
# target_compound: MOF
# project_id: MOF_Phase1
# sample_type: MOF_synthesis
# solvent: methanol
# temperature_c: 25
# notes: 
# created_at: 2025-07-24T15:52:45.243875
# instrument_serial: 2
# measurement_timestamp: 2025-07-24T16:11:33.267300
# well_id: A1
# slot: Well A1 form UWSUNLab 10 Well Plate 14000 µL on slot 2
# pixels: 2068
# integration_time_us: 1000
# scans_averaged: 1
# boxcar_width: 0
# dark_id: dark_20250724_160739
# white_id: white_20250724_161031
# wavelength_unit: nm
# absorbance_unit: AU
# ---
wavelength_nm,0 min
194.0,-0.0
194.6,-0.0
195.1,-0.0
195.7,-0.0
196.2,0.01220010146407807
196.8,9.0
197.3,9.0
197.9,9.0
198.4,-0.0
199.0,9.0
199.5,9.0
200.1,9.0
200.6,-0.0
201.2,9.0
201.7,9.0
202.3,9.0
202.8,-0.0
203.3,0.050166598908775874
203.9,-0.0
204.4,9.0
205.0,-0.0
205.5,-0.0
206.1,9.0
206.6,0.6453590613813972
207.2,9.0
207.7,-0.0
208.3,9.0
208.8,-0.0
209.4,0.2626335102409181
209.9,-0.0
210.4,0.09139763430744438
211.0,-0.0
211.5,1.7403625958429878
212.1,9.0
212.6,0.16963792888405804
213.2,9.0
213.7,-0.0
214.3,9.0
214.8,-0.0
215.3,9.0
215.9,0.12142218116255997
216.4,-0.0
217.0,0.4014010306352336
217.5,9.0
218.1,9.0
218.6,9.0
219.2,-0.0
219.7,9.0
220.2,-0.0
220.8,-0.0
221.3,0.4646228678341677
221.9,9.0
222.4,-0.0
223.0,0.2501632286587834
223.5,-0.0
224.0,9.0
224.6,-0.0
225.1,-0.0
225.7,0.904838029895129
226.2,0.22184888046813833
226.8,0.9573450806349534
227.3,0.5038557443494526
227.8,0.13936852393895216
228.4,9.0
228.9,-0.0
229.5,0.3226410476531477
230.0,0.33025976694001413
230.5,9.0
231.1,0.6734163273801437
231.6,-0.0
232.2,9.0
232.7,9.0
233.2,9.0
233.8,9.0
234.3,-0.0
234.9,-0.0
235.4,0.22184882445259343
235.9,9.0
236.5,0.19480237693181254
237.0,9.0
237.6,9.0
238.1,0.05129661792778168
238.6,0.8450980306360828
239.2,9.0
239.7,-0.0
240.3,9.0
240.8,-0.0
241.3,-0.0
241.9,0.32547264422706085
242.4,9.0
243.0,9.0
243.5,0.315799080250375
244.0,0.7090702097571139
244.6,0.013405233142542508
245.1,9.0
245.6,-0.0
246.2,9.0
246.7,-0.0
247.3,0.3689530295228169
247.8,-0.0
248.3,0.525619116497138
248.9,-0.0
249.4,0.8450980301102274
249.9,0.41068764623686554
250.5,0.7732988732016903
251.0,9.0
251.5,9.0
252.1,-0.0
252.6,-0.0
253.2,-0.0
253.7,9.0
254.2,0.2390935777264763
254.8,0.5664008623746687
255.3,0.45802841566111635
255.8,9.0
256.4,-0.0
256.9,-0.0
257.4,9.0
258.0,0.16595892691566125
258.5,9.0
259.0,-0.0
259.6,-0.0
260.1,0.640192470359626
260.6,0.4388328817726859
261.2,0.7581671646920225
261.7,1.0910807744680913
262.2,-0.0
262.8,9.0
263.3,-0.0
263.8,-0.0
264.4,-0.0
264.9,-0.0
265.4,9.0
266.0,-0.0
266.5,0.6493661560153567
267.0,-0.0
267.6,-0.0
268.1,1.85125822520635
268.6,-0.0
269.2,-0.0
269.7,1.0086004190313145
270.2,-0.0
270.8,0.20786655251250832
271.3,0.32203315157302687
271.8,-0.0
272.4,-0.0
272.9,9.0
273.4,0.12356225423336198
274.0,0.4678313882761922
274.5,0.15316142948625605
275.0,9.0
275.6,9.0
276.1,-0.0
276.6,-0.0
277.2,9.0
277.7,0.05138562221044171
278.2,-0.0
278.7,-0.0
279.3,-0.0
279.8,0.16595892496724723
280.3,0.5570328684529757
280.9,0.6310984637292231
281.4,-0.0
281.9,0.11183576531166957
282.5,-0.0
283.0,-0.0
283.5,0.22184893459938493
284.0,1.1603688308706959
284.6,9.0
285.1,0.2720928113566616
285.6,9.0
286.2,9.0
286.7,0.6667155991689933
287.2,9.0
287.7,-0.0
288.3,-0.0
288.8,-0.0
289.3,-0.0
289.9,0.020489405637813055
290.4,-0.0
290.9,0.4184760195629878
291.4,0.08022907208487194
292.0,0.18785261360527217
292.5,-0.0
293.0,1.008600411772032
293.5,9.0
294.1,-0.0
294.6,0.1811238270241666
295.1,0.16336811084546254
295.6,-0.0
296.2,9.0
296.7,-0.0
297.2,-0.0
297.8,-0.0
298.3,-0.0
298.8,-0.0
299.3,9.0
299.9,9.0
300.4,-0.0
300.9,0.035753314729588134
301.4,0.07255071210709395
302.0,9.0
302.5,0.6145938251468328
303.0,0.13936852615157472
303.5,0.12408305643116663
304.1,0.35873634609918675
304.6,0.2957533292475386
305.1,-0.0
305.6,0.22803676312189822
306.2,0.09139763407947707
306.7,-0.0
307.2,9.0
307.7,-0.0
308.3,0.2501632293080408
308.8,-0.0
309.3,0.8450983689727739
309.8,-0.0
310.3,0.13936852541476202
310.9,0.22184893087410704
311.4,-0.0
311.9,-0.0
312.4,9.0
313.0,1.3617284331627557
313.5,9.0
314.0,0.46025391019386913
314.5,9.0
315.0,-0.0
315.6,-0.0
316.1,9.0
316.6,0.18020798441276858
317.1,-0.0
317.7,0.03746240927721448
318.2,-0.0
318.7,9.0
319.2,0.09139763567288375
319.7,-0.0
320.3,0.18515835325755256
320.8,-0.0
321.3,-0.0
321.8,9.0
322.3,-0.0
322.9,0.3896325602003433
323.4,-0.0
323.9,-0.0
324.4,9.0
324.9,9.0
325.5,9.0
326.0,-0.0
326.5,-0.0
327.0,0.6952584088555546
327.5,-0.0
328.1,0.23909358229507097
328.6,0.8450982043893948
329.1,9.0
329.6,-0.0
330.1,-0.0
330.7,9.0
331.2,-0.0
331.7,-0.0
332.2,9.0
332.7,9.0
333.3,9.0
333.8,9.0
334.3,-0.0
334.8,0.37683998526485
335.3,9.0
335.8,0.27935982446387686
336.4,-0.0
336.9,0.6422420722714124
337.4,0.17107032310598366
337.9,-0.0
338.4,0.353965875634217
338.9,-0.0
339.5,9.0
340.0,-0.0
340.5,9.0
341.0,9.0
341.5,1.1622475856368686
342.0,-0.0
342.6,0.1378684192577098
343.1,-0.0
343.6,-0.0
344.1,-0.0
344.6,-0.0
345.1,0.02152345553846298
345.7,-0.0
346.2,9.0
346.7,-0.0
347.2,-0.0
347.7,0.2574115401065562
348.2,-0.0
348.7,-0.0
349.3,0.11483441735200665
349.8,0.1252459649671442
350.3,0.06181959564832779
350.8,-0.0
351.3,0.09503110409884509
351.8,0.18655630514562868
352.3,-0.0
352.9,-0.0
353.4,-0.0
353.9,0.12513754917312042
354.4,-0.0
354.9,-0.0
355.4,0.02515034660011086
355.9,0.20775941088715766
356.5,0.20341391548165771
357.0,-0.0
357.5,-0.0
358.0,-0.0
358.5,0.08143175677914384
359.0,0.22595268326554874
359.5,-0.0
360.0,-0.0
360.6,0.2416161434676004
361.1,-0.0
361.6,0.06449837081745229
362.1,-0.0
362.6,-0.0
363.1,0.16555322157360725
363.6,-0.0
364.1,-0.0
364.6,-0.0
365.2,0.11139584378726326
365.7,-0.0
366.2,-0.0
366.7,0.002658941633784696
367.2,-0.0
367.7,-0.0
368.2,-0.0
368.7,-0.0
369.2,-0.0
369.8,0.0034467869753719844
370.3,-0.0
370.8,-0.0
371.3,0.12245231985172626
371.8,0.02913012876795943
372.3,-0.0
372.8,-0.0
373.3,-0.0
373.8,-0.0
374.3,0.04182266007169423
374.8,-0.0
375.4,-0.0
375.9,-0.0
376.4,0.008561587980206224
376.9,-0.0
377.4,-0.0
377.9,0.03920580676566255
378.4,-0.0
378.9,-0.0
379.4,-0.0
379.9,0.011429371907230283
380.4,-0.0
380.9,-0.0
381.5,-0.0
382.0,-0.0
382.5,-0.0
383.0,-0.0
383.5,-0.0
384.0,-0.0
384.5,-0.0
385.0,-0.0
385.5,0.0682738105350606
386.0,-0.0
386.5,-0.0
387.0,-0.0
387.5,-0.0
388.0,-0.0
388.5,-0.0
389.1,-0.0
389.6,-0.0
390.1,-0.0
390.6,-0.0
391.1,0.0015327909194213175
391.6,-0.0
392.1,-0.0
392.6,-0.0
393.1,-0.0
393.6,-0.0
394.1,-0.0
394.6,-0.0
395.1,-0.0
395.6,-0.0
396.1,-0.0
396.6,-0.0
397.1,-0.0
